ma_cd,bat_dau,ket_thuc,tram_muon,tram_tra,ma_kh,loai_xe,quang_duong_km,danh_gia
CD00871,15/05/2025 13:42,15/05/2025 15:11,DN02,DN02,KH0028,Xe đạp điện,18.6,
CD00872,15/05/2025 13:54,15/05/2025 14:39,HA01,HA01,KH0448,Xe đạp,10.2,Không hài lòng
CD00873,15/05/2025 16:42,15/05/2025 18:02,DN02,DN02,KH0079,XE MÁY ĐIỆN,32.5,Hài lòng
CD00874,15/05/2025 18:13,15/05/2025 19:04,DN03,DN01,,Xe máy điện,17.7,Bình thường
CD00875,15/05/2025 18:17,15/05/2025 18:44,DN04,DN04,,Xe đạp,4.5,Bình thường
CD00876,15/05/2025 18:31,15/05/2025 18:44,DN02,DN01,KH0207,Xe đạp,2.7,
CD00877,15/05/2025 18:53,15/05/2025 19:05,DN02,DN02,,Xe đạp,3.0,Bình thường
CD00878,15/05/2025 18:54,15/05/2025 19:25,HA02,HA01,KH0494,Xe đạp,5.0,Rất hài lòng
CD00879,15/05/2025 19:27,15/05/2025 19:54,DN01,DN03,KH0377,Xe đạp điện,6.8,Hài lòng
CD00880,16/05/2025 06:51,16/05/2025 07:08,DN02,DN04,KH0270,Xe đạp điện,4.6,Hài lòng
CD00881,16/05/2025 06:55,16/05/2025 07:21,DN01,DN03,KH0035,Xe máy điện,8.5,
CD00882,16/05/2025 11:38,16/05/2025 11:55,DN01,DN04,,Xe đạp điện,4.7,Bình thường
CD00883,16/05/2025 11:39,16/05/2025 12:03,HA02,HA01,,Xe đạp,3.5,
CD00884,16/05/2025 12:27,16/05/2025 14:19,HA02,HA01,KH0141,Xe máy điện,50.1,Hài lòng
CD00885,16/05/2025 15:38,16/05/2025 16:11,HA02,HA01,,Xe máy điện,11.8,Hài lòng
CD00886,16/05/2025 16:32,16/05/2025 16:45,DN03,DN01,KH0182,XE ĐẠP,1.7,Bình thường
CD00887,16/05/2025 18:39,,HA02,HA02,,Xe máy điện,16.4,
CD00888,16/05/2025 19:29,16/05/2025 20:04,HA01,HA02,,Xe đạp điện,11.4,Rất hài lòng
CD00889,17/05/2025 06:44,17/05/2025 06:59,DN02,DN02,KH0118,Xe đạp,3.8,Hài lòng
CD00890,17/05/2025 06:59,17/05/2025 07:00,DN04,DN04,,Xe máy điện,0.0,
CD00891,17/05/2025 07:54,17/05/2025 08:18,DN03,DN04,KH0519,Xe đạp,3.4,Rất hài lòng
CD00892,17/05/2025 08:52,17/05/2025 09:22,HA01,HA01,,Xe đạp điện,8.1,Hài lòng
CD00893,17/05/2025 09:53,17/05/2025 10:26,DN03,DN04,KH0516,Xe đạp điện  ,10.7,Bình thường
CD00894,17/05/2025 10:13,17/05/2025 10:23,DN04,DN02,KH0361,Xe đạp điện,3.2,Rất hài lòng
CD00895,17/05/2025 10:44,17/05/2025 11:04,DN04,DN04,KH0233,xe đạp điện,5.5,Rất hài lòng
CD00896,17/05/2025 11:06,17/05/2025 11:31,HA02,HA02,KH0439,XE ĐẠP,5.5,Hài lòng
CD00897,17/05/2025 11:37,17/05/2025 12:02,HA01,HA01,,Xe đạp,2.8,Bình thường
CD00898,17/05/2025 12:03,17/05/2025 12:26,DN03,DN02,,Xe máy điện,11.3,Rất hài lòng
CD00899,17/05/2025 12:50,17/05/2025 13:14,HA01,HA01,KH0395,Xe đạp điện,6.4,Hài lòng
CD00900,17/05/2025 13:56,17/05/2025 14:29,HA01,HA01,,Xe máy điện,19.5,Hài lòng
CD00901,17/05/2025 13:59,17/05/2025 15:12,HA01,HA02,,Xe máy điện,30.7,
CD00902,17/05/2025 14:27,17/05/2025 14:44,DN04,DN02,,Xe đạp điện,3.9,Hài lòng
CD00903,17/05/2025 15:00,17/05/2025 15:17,HA01,HA01,KH0301,Xe đạp điện,5.2,
CD00904,17/05/2025 15:56,17/05/2025 16:26,DN01,DN02,KH0294,Xe đạp,3.5,Bình thường
CD00905,17/05/2025 15:57,17/05/2025 16:21,DN02,DN04,KH0265,xe máy điện,8.5,
CD00906,17/05/2025 17:09,17/05/2025 17:30,DN04,DN04,KH0082,Xe máy điện,8.6,Bình thường
CD00907,17/05/2025 17:43,17/05/2025 18:16,DN01,DN02,,Xe máy điện,17.7,
CD00908,17/05/2025 19:25,17/05/2025 19:45,DN02,DN01,,Xe may dien,10.9,Bình thường
CD00909,17/05/2025 19:28,17/05/2025 19:40,DN04,DN03,,Xe đạp điện,4.1,Hài lòng
CD00910,17/05/2025 20:59,17/05/2025 21:16,DN01,DN01,,XE ĐẠP ĐIỆN,4.2,
CD00911,18/05/2025 09:11,18/05/2025 09:26,DN02,DN01,,Xe đạp,2.7,Hài lòng
CD00912,18/05/2025 09:37,18/05/2025 10:04,HA01,HA01,KH0496,Xe đạp điện,7.0,Rất hài lòng
CD00913,18/05/2025 10:20,18/05/2025 10:57,HA01,HA01,KH0087,Xe máy điện,15.5,Hài lòng
CD00914,18/05/2025 11:45,18/05/2025 12:24,HA01,HA02,KH0298,Xe đạp,5.8,Hài lòng
CD00915,18/05/2025 14:06,18/05/2025 14:44,HA01,HA01,,XE MÁY ĐIỆN,18.2,Rất hài lòng
CD00916,18/05/2025 14:24,18/05/2025 14:46,HA01,HA02,KH0380,Xe đạp điện,6.1,Hài lòng
CD00917,18/05/2025 16:10,18/05/2025 16:23,DN04,DN03,KH0387,Xe đạp,2.4,Hài lòng
CD00918,18/05/2025 16:20,18/05/2025 16:54,DN01,DN02,KH0375,Xe đạp điện,8.2,Không hài lòng
CD00919,18/05/2025 17:11,18/05/2025 17:23,DN03,DN01,,Xe đạp điện,2.2,Bình thường
CD00920,18/05/2025 17:55,18/05/2025 18:17,DN02,DN03,KH0420,Xe đạp,5.1,Hài lòng
CD00921,18/05/2025 18:23,18/05/2025 19:30,DN02,DN01,,Xe đạp điện,20.0,Hài lòng
CD00922,18/05/2025 18:26,18/05/2025 18:46,DN04,DN03,KH0344,Xe đạp,2.6,
CD00923,19/05/2025 06:30,19/05/2025 06:47,HA02,HA01,KH0119,Xe đạp điện,3.2,
CD00924,19/05/2025 07:02,19/05/2025 07:29,HA02,HA01,,Xe máy điện,8.4,Rất hài lòng
CD00925,19/05/2025 07:26,19/05/2025 07:51,HA02,HA01,KH0198,Xe máy điện,9.6,Rất hài lòng
CD00926,19/05/2025 10:16,19/05/2025 10:27,DN04,DN02,KH0063,xe đạp,2.1,Bình thường
CD00927,19/05/2025 11:28,19/05/2025 11:38,DN01,DN03,KH0025,Xe đạp điện,2.3,
CD00928,19/05/2025 12:22,19/05/2025 12:37,DN02,DN03,KH0110,Xe đạp,2.4,Bình thường
CD00929,19/05/2025 13:47,19/05/2025 14:03,DN01,DN01,KH0234,XE ĐẠP,3.0,Rất hài lòng
CD00930,19/05/2025 16:25,19/05/2025 16:50,DN01,DN04,,Xe đạp,2.9,Không hài lòng
CD00931,19/05/2025 17:36,19/05/2025 17:48,DN02,DN02,KH0178,Xe đạp,3.0,
CD00932,19/05/2025 18:20,19/05/2025 18:56,HA01,HA01,KH0068,Xe máy điện,10.1,Bình thường
CD00933,19/05/2025 18:36,19/05/2025 19:03,HA01,HA01,,Xe dap,4.9,
CD00934,19/05/2025 19:40,19/05/2025 19:55,DN03,DN02,,Xe đạp điện,3.9,Bình thường
CD00935,19/05/2025 19:45,19/05/2025 20:06,HA01,HA01,KH0367,Xe đạp,4.0,Bình thường
CD00936,20/05/2025 07:23,20/05/2025 07:46,DN02,DN03,KH0051,Xe đạp,4.1,
CD00937,20/05/2025 07:54,20/05/2025 08:00,DN02,DN02,KH0304,Xe đạp,1.2,Rất hài lòng
CD00938,20/05/2025 08:14,20/05/2025 08:37,HA01,HA01,KH0347,Xe đạp điện,6.5,Không hài lòng
CD00939,20/05/2025 12:50,20/05/2025 13:12,HA02,HA02,KH0294,Xe đạp,3.6,Rất hài lòng
CD00940,20/05/2025 13:09,20/05/2025 13:15,DN04,DN02,KH0401,Xe đạp,1.2,Rất hài lòng
CD00941,20/05/2025 13:26,20/05/2025 14:04,DN04,DN03,KH0171,Xe đạp điện,9.1,Rất hài lòng
CD00942,20/05/2025 14:39,20/05/2025 15:12,HA02,HA01,,Xe đạp điện,8.9,Hài lòng
CD00943,20/05/2025 16:54,20/05/2025 17:07,DN01,DN04,KH0423,Xe dap,2.2,Không hài lòng
CD00944,20/05/2025 16:57,20/05/2025 17:12,DN02,DN02,KH0074,Xe đạp điện,4.4,
CD00945,20/05/2025 17:14,20/05/2025 17:56,HA01,HA02,,Xe đạp,9.6,Hài lòng
CD00946,20/05/2025 17:56,20/05/2025 20:01,HA01,HA01,KH0451,Xe máy điện,41.2,Rất hài lòng
CD00947,20/05/2025 18:04,20/05/2025 18:32,HA01,HA01,,XE ĐẠP,5.8,Hài lòng
CD00948,20/05/2025 18:49,20/05/2025 19:27,HA02,HA02,KH0386,Xe đạp,6.9,Bình thường
CD00949,20/05/2025 18:58,20/05/2025 19:31,DN02,DN02,KH0358,xe đạp,5.9,Hài lòng
CD00950,21/05/2025 08:44,21/05/2025 09:25,HA01,HA01,KH0259,Xe đạp,7.6,Hài lòng
CD00951,21/05/2025 10:27,21/05/2025 11:02,HA01,HA02,KH0284,xe máy điện,13.7,Bình thường
CD00952,21/05/2025 10:59,21/05/2025 11:17,DN01,DN01,KH0461,Xe đạp,2.9,Bình thường
CD00953,21/05/2025 13:55,21/05/2025 14:14,DN04,DN03,KH0409,Xe đạp điện,5.7,Hài lòng
CD00954,21/05/2025 16:22,21/05/2025 16:32,DN03,DN02,KH0274,Xe đạp,1.4,Hài lòng
CD00955,21/05/2025 16:58,21/05/2025 17:22,DN03,DN01,KH0171,Xe đạp điện,9.5,Bình thường
CD00956,21/05/2025 17:46,21/05/2025 18:05,HA01,HA01,KH0446,Xe đạp điện,3.7,Bình thường
CD00957,21/05/2025 18:40,21/05/2025 18:54,DN02,DN02,KH0552,Xe đạp,2.8,
CD00958,21/05/2025 18:55,21/05/2025 19:10,DN02,DN04,KH0546,Xe đạp,3.3,Không hài lòng
CD00959,21/05/2025 19:00,21/05/2025 19:17,DN02,DN01,KH0094,Xe đạp,2.7,Bình thường
CD00960,21/05/2025 19:04,21/05/2025 19:30,DN02,DN02,KH0307,Xe đạp,4.4,Bình thường
CD00961,21/05/2025 19:43,21/05/2025 20:02,DN02,DN02,,Xe đạp,3.4,Bình thường
CD00962,22/05/2025 07:23,22/05/2025 07:44,DN02,DN02,KH0009,Xe đạp điện,3.6,Hài lòng
CD00963,22/05/2025 07:53,22/05/2025 08:02,DN02,DN03,KH0103,Xe máy điện,3.5,Hài lòng
CD00964,22/05/2025 09:52,22/05/2025 10:05,DN04,DN04,KH0004,Xe đạp,2.6,Hài lòng
CD00965,22/05/2025 12:11,22/05/2025 12:35,DN02,DN01,KH0366,Xe đạp,4.8,Rất hài lòng
CD00966,22/05/2025 14:59,22/05/2025 15:40,DN01,DN02,,Xe máy điện,16.1,Hài lòng
CD00967,22/05/2025 15:07,22/05/2025 15:24,DN01,DN02,,Xe dap dien,4.6,Hài lòng
CD00968,22/05/2025 17:26,22/05/2025 18:25,HA01,HA01,KH0148,Xe may dien,19.5,
CD00969,22/05/2025 17:46,22/05/2025 18:09,HA01,HA01,KH0205,Xe đạp điện,5.0,Hài lòng
CD00970,22/05/2025 17:48,,DN03,DN01,KH0217,Xe đạp điện,5.7,
CD00971,22/05/2025 18:19,22/05/2025 18:25,DN02,DN04,KH0377,Xe đạp,1.1,Bình thường
CD00972,23/05/2025 05:55,23/05/2025 06:24,DN02,DN01,,Xe đạp điện,5.6,Hài lòng
CD00973,23/05/2025 06:52,23/05/2025 07:23,HA01,HA02,,Xe đạp,7.0,Bình thường
CD00974,23/05/2025 06:53,23/05/2025 07:07,DN02,DN01,,Xe đạp,3.1,Hài lòng
CD00975,23/05/2025 07:07,23/05/2025 07:26,HA01,HA02,KH0400,Xe đạp điện,6.4,Hài lòng
CD00976,23/05/2025 07:49,23/05/2025 08:21,DN01,DN04,KH0247,Xe đạp điện,7.3,Hài lòng
CD00977,23/05/2025 08:08,23/05/2025 08:17,DN02,DN02,KH0472,Xe đạp điện,3.1,Hài lòng
CD00978,23/05/2025 12:43,23/05/2025 13:54,DN03,DN02,KH0035,Xe máy điện,24.6,Rất hài lòng
CD00979,23/05/2025 13:39,23/05/2025 14:07,DN02,DN02,KH0150,Xe đạp điện  ,8.0,
CD00980,23/05/2025 16:18,23/05/2025 16:30,DN02,DN04,KH0152,Xe đạp điện,3.0,
CD00981,23/05/2025 17:49,23/05/2025 18:42,HA02,HA01,KH0128,Xe máy điện,11.5,Rất hài lòng
CD00982,23/05/2025 18:41,23/05/2025 19:17,HA01,HA01,KH0012,Xe đạp điện,7.3,
CD00983,23/05/2025 18:46,23/05/2025 19:03,DN01,DN01,,Xe đạp điện,4.0,Bình thường
CD00984,23/05/2025 21:15,23/05/2025 21:28,HA02,HA02,KH0546,Xe đạp,2.4,
CD00985,23/05/2025 22:13,23/05/2025 22:35,DN03,DN03,,Xe đạp,3.1,Hài lòng
CD00986,24/05/2025 05:22,24/05/2025 06:14,HA02,HA01,KH0333,Xe đạp điện,11.4,Bình thường
CD00987,24/05/2025 06:39,24/05/2025 07:09,HA02,HA01,KH0236,Xe đạp điện,7.2,Hài lòng
CD00988,24/05/2025 07:14,24/05/2025 07:24,DN04,DN01,,Xe đạp điện,3.0,Hài lòng
CD00989,24/05/2025 07:25,24/05/2025 08:13,DN01,DN02,KH0162,Xe đạp điện,18.2,
CD00990,24/05/2025 08:35,24/05/2025 08:58,DN01,DN01,,Xe máy điện,7.5,Hài lòng
CD00991,24/05/2025 18:14,24/05/2025 18:50,DN01,DN04,KH0198,Xe máy điện,14.1,Bình thường
CD00992,24/05/2025 18:18,24/05/2025 18:49,HA01,HA01,KH0124,Xe máy điện,10.0,
CD00993,24/05/2025 18:31,24/05/2025 19:19,HA01,HA01,KH0125,Xe máy điện,14.4,Rất hài lòng
CD00994,24/05/2025 18:55,24/05/2025 19:10,DN01,DN01,KH0294,Xe đạp,2.7,Không hài lòng
CD00995,24/05/2025 19:35,24/05/2025 19:49,DN04,DN02,,XE ĐẠP,2.5,
CD00996,24/05/2025 21:43,24/05/2025 22:12,DN03,DN02,,XE ĐẠP ĐIỆN,9.0,Rất hài lòng
CD00997,25/05/2025 05:26,25/05/2025 06:02,DN02,DN03,KH0060,Xe đạp điện,8.3,Hài lòng
CD00998,25/05/2025 06:27,25/05/2025 06:48,DN01,DN02,,Xe đạp điện,5.7,Hài lòng
CD00999,25/05/2025 06:51,25/05/2025 07:05,HA01,HA01,KH0105,Xe đạp điện  ,5.5,Bình thường
CD01000,25/05/2025 06:55,25/05/2025 07:17,DN03,DN02,KH0065,Xe dap,5.2,Bình thường
CD01001,25/05/2025 06:57,25/05/2025 07:22,HA01,HA01,KH0380,Xe đạp,3.1,Bình thường
CD01002,25/05/2025 07:12,25/05/2025 07:59,DN01,DN03,KH0144,Xe đạp điện,8.2,Hài lòng
CD01003,25/05/2025 07:15,25/05/2025 07:50,DN02,DN02,KH0465,Xe máy điện,11.2,
CD01004,25/05/2025 07:17,25/05/2025 07:26,DN04,DN01,KH0378,Xe đạp,1.3,Hài lòng
CD01005,25/05/2025 08:06,25/05/2025 08:35,DN02,DN04,,Xe đạp điện,8.5,Hài lòng
CD01006,25/05/2025 08:42,25/05/2025 08:56,DN01,DN01,,Xe đạp điện,3.4,
CD01007,25/05/2025 09:23,25/05/2025 09:42,DN02,DN02,KH0461,Xe đạp điện,4.0,Hài lòng
CD01008,25/05/2025 15:18,25/05/2025 15:40,DN01,DN04,KH0347,Xe đạp,4.0,Hài lòng
CD01009,25/05/2025 16:57,25/05/2025 17:19,DN01,DN04,KH0106,Xe đạp điện  ,4.3,Hài lòng
CD01010,25/05/2025 18:29,25/05/2025 18:52,HA02,HA01,KH0231,Xe đạp,4.9,Hài lòng
CD01011,25/05/2025 20:03,25/05/2025 20:28,HA02,HA02,KH0498,Xe đạp,6.0,
CD01012,25/05/2025 21:00,25/05/2025 21:31,DN01,DN01,KH0458,Xe máy điện,5.8,Hài lòng
CD01013,25/05/2025 21:06,25/05/2025 21:53,DN02,DN03,,Xe máy điện,22.4,Rất hài lòng
CD01014,25/05/2025 21:35,25/05/2025 22:12,HA02,HA01,,Xe may dien,14.4,Hài lòng
CD01015,26/05/2025 05:33,26/05/2025 05:39,DN02,DN02,,Xe đạp,1.0,Hài lòng
CD01016,26/05/2025 06:10,26/05/2025 06:44,DN02,DN01,KH0040,Xe đạp điện,10.1,Bình thường
CD01017,26/05/2025 06:13,26/05/2025 07:05,DN04,DN02,KH0461,Xe máy điện,22.4,Hài lòng
CD01018,26/05/2025 06:20,26/05/2025 06:34,DN04,DN03,KH0268,Xe đạp điện,4.0,Hài lòng
CD01019,26/05/2025 08:30,26/05/2025 08:45,DN02,DN03,,Xe đạp,3.0,Hài lòng
CD01020,26/05/2025 09:56,26/05/2025 10:47,DN01,DN02,,Xe đạp điện,11.7,Bình thường
CD01021,26/05/2025 10:14,26/05/2025 10:31,DN01,DN02,,Xe đạp điện,4.7,Hài lòng
CD01022,26/05/2025 16:41,26/05/2025 17:19,HA01,HA01,,Xe dap,7.7,Hài lòng
CD01023,26/05/2025 17:30,26/05/2025 17:46,HA01,HA01,,Xe máy điện,4.7,Hài lòng
CD01024,26/05/2025 17:38,26/05/2025 18:02,HA02,HA02,KH0421,Xe đạp điện,7.2,Rất hài lòng
CD01025,26/05/2025 18:12,26/05/2025 18:42,DN03,DN04,KH0164, Xe đạp,3.4,Bình thường
CD01026,26/05/2025 18:20,26/05/2025 18:44,HA02,HA01,KH0052,Xe đạp,4.5,
CD01027,26/05/2025 19:42,26/05/2025 20:06,DN03,DN03,,Xe đạp điện,6.6,Không hài lòng
CD01028,27/05/2025 06:17,27/05/2025 07:06,HA01,HA02,KH0213,Xe máy điện,25.7,Hài lòng
CD01029,27/05/2025 07:25,27/05/2025 07:39,DN01,DN02,,Xe đạp điện,3.7,Hài lòng
CD01030,27/05/2025 08:41,27/05/2025 08:51,DN02,DN01,KH0485,Xe đạp,2.8,Rất hài lòng
CD01031,27/05/2025 10:36,,HA01,HA02,KH0461,Xe máy điện,22.7,Bình thường
CD01032,27/05/2025 14:47,27/05/2025 15:04,DN04,DN01,,Xe đạp,2.7,Bình thường
CD01033,27/05/2025 15:14,27/05/2025 16:22,HA02,HA01,KH0449,Xe đạp điện,16.3,
CD01034,27/05/2025 15:54,27/05/2025 16:19,DN02,DN02,,Xe máy điện,10.6,Hài lòng
CD01035,27/05/2025 16:52,27/05/2025 17:10,HA01,HA01,KH0098,Xe đạp,4.0,Hài lòng
CD01036,27/05/2025 17:03,27/05/2025 17:20,DN03,DN02,KH0369,Xe đạp,3.2,Bình thường
CD01037,28/05/2025 06:50,28/05/2025 07:14,DN03,DN01,,Xe đạp điện,6.3,Hài lòng
CD01037,28/05/2025 06:50,28/05/2025 07:14,DN03,DN01,,Xe đạp điện,6.3,Hài lòng
CD01038,28/05/2025 07:20,28/05/2025 07:30,DN03,DN01,,Xe đạp,1.6,Hài lòng
CD01039,28/05/2025 09:20,28/05/2025 09:54,HA02,HA02,KH0465,Xe máy điện,12.5,Bình thường
CD01040,28/05/2025 10:15,28/05/2025 10:38,HA01,HA02,KH0065,Xe đạp,3.8,Hài lòng
CD01041,28/05/2025 12:23,28/05/2025 12:54,HA01,HA01,KH0132,Xe đạp điện,8.2,Hài lòng
CD01042,28/05/2025 13:40,28/05/2025 13:43,DN03,DN02,,Xe đạp,0.7,Hài lòng
CD01043,28/05/2025 16:56,28/05/2025 17:58,HA01,HA02,KH0023,Xe đạp điện,18.9,
CD01044,28/05/2025 17:01,28/05/2025 17:12,HA01,HA01,,XE ĐẠP ĐIỆN,3.6,Rất hài lòng
CD01045,28/05/2025 17:11,28/05/2025 17:30,DN01,DN04,KH0404,Xe đạp,3.1,Bình thường
CD01046,28/05/2025 17:23,28/05/2025 17:44,DN03,DN01,KH0084,Xe đạp,4.3,Bình thường
CD01047,28/05/2025 18:30,28/05/2025 19:27,DN03,DN03,KH0325,Xe máy điện,19.5,Bình thường
CD01048,28/05/2025 18:36,28/05/2025 19:06,DN02,DN03,KH0260,Xe đạp điện,7.8,Bình thường
CD01049,28/05/2025 20:25,28/05/2025 20:37,DN01,DN01,KH0153,XE ĐẠP,2.0,Bình thường
CD01050,29/05/2025 06:47,29/05/2025 07:06,DN03,DN03,KH0181,Xe đạp,-0.8,Rất hài lòng
CD01051,29/05/2025 07:37,29/05/2025 07:53,DN01,DN02,KH0450,Xe đạp điện,3.9,Hài lòng
CD01052,29/05/2025 07:39,29/05/2025 07:54,DN04,DN03,KH0256,Xe đạp điện  ,3.5,Hài lòng
CD01053,29/05/2025 08:45,29/05/2025 08:59,DN04,DN02,KH0545,Xe đạp,3.0,Bình thường
CD01054,29/05/2025 11:43,29/05/2025 11:53,HA01,HA02,KH0390,XE ĐẠP,1.5,Bình thường
CD01055,29/05/2025 12:16,29/05/2025 12:39,DN01,DN02,KH0392,xe đạp,5.2,Bình thường
CD01056,29/05/2025 12:18,29/05/2025 12:52,HA01,HA02,KH0308,Xe đạp điện,8.7,Hài lòng
CD01057,29/05/2025 12:51,29/05/2025 13:17,DN01,DN03,KH0118,Xe đạp điện,9.1,Hài lòng
CD01058,29/05/2025 15:47,29/05/2025 16:15,DN03,DN01,KH0214,Xe đạp điện,9.0,Hài lòng
CD01059,29/05/2025 17:43,29/05/2025 18:14,HA01,HA02,KH0173,Xe máy điện,10.8,Hài lòng
CD01060,29/05/2025 17:50,29/05/2025 18:01,HA01,HA01,KH0359,Xe đạp điện  ,4.7,Hài lòng
CD01061,29/05/2025 17:50,29/05/2025 18:57,HA01,HA02,,Xe đạp điện,20.4,Hài lòng
CD01062,29/05/2025 18:45,29/05/2025 19:06,DN02,DN01,,Xe đạp điện,5.1,Bình thường
CD01063,30/05/2025 06:09,30/05/2025 06:21,DN01,DN03,,Xe đạp điện,2.9,
CD01064,30/05/2025 06:41,30/05/2025 07:00,DN02,DN04,KH0286,Xe đạp điện,3.6,Hài lòng
CD01065,30/05/2025 07:00,30/05/2025 07:09,DN02,DN02,KH0217,Xe đạp,2.0,Bình thường
CD01066,30/05/2025 07:07,30/05/2025 07:20,DN01,DN04,KH0310,XE ĐẠP,3.1,Bình thường
CD01067,30/05/2025 09:22,30/05/2025 09:46,HA01,HA01,,Xe đạp,4.2,Bình thường
CD01068,30/05/2025 09:45,30/05/2025 10:21,DN03,DN01,KH0459,Xe máy điện,14.8,Hài lòng
CD01069,30/05/2025 11:23,30/05/2025 11:31,DN02,DN02,,Xe đạp,1.7,Hài lòng
CD01070,30/05/2025 12:31,30/05/2025 12:55,DN03,DN02,KH0336,Xe đạp điện,6.2,Rất hài lòng
CD01071,30/05/2025 15:59,30/05/2025 16:00,DN03,DN03,KH0342,Xe đạp,0.0,Hài lòng
CD01072,30/05/2025 17:47,30/05/2025 18:13,DN02,DN03,KH0332,Xe đạp,4.7,Bình thường
CD01073,30/05/2025 18:40,30/05/2025 19:04,HA01,HA02,KH0155,Xe đạp điện,8.0,
CD01074,30/05/2025 20:10,30/05/2025 20:29,DN02,DN04,KH0472,Xe đạp điện,5.9,Hài lòng
CD01075,31/05/2025 05:42,31/05/2025 06:28,HA01,HA02,,Xe máy điện,,Rất hài lòng
CD01076,31/05/2025 06:03,31/05/2025 06:16,DN03,DN03,KH0313,Xe đạp điện,3.2,Rất hài lòng
CD01077,31/05/2025 07:20,31/05/2025 08:05,HA01,HA01,KH0089,Xe đạp điện,12.0,Hài lòng
CD01078,31/05/2025 07:34,31/05/2025 08:11,DN03,DN04,KH0162,Xe máy điện,13.4,Rất hài lòng
CD01079,31/05/2025 07:56,31/05/2025 08:18,DN01,DN04,,Xe đạp,4.0,Hài lòng
CD01080,31/05/2025 08:11,31/05/2025 08:12,DN01,DN01,KH0130,Xe đạp điện  ,0.0,Hài lòng
CD01081,31/05/2025 09:36,31/05/2025 10:02,HA01,HA01,KH0294,Xe đạp,5.9,
CD01082,31/05/2025 14:33,31/05/2025 15:01,DN01,DN03,KH0330,Xe đạp,5.3,Hài lòng
CD01083,31/05/2025 15:53,31/05/2025 16:13,HA01,HA01,KH0028,Xe đạp,2.2,Hài lòng
CD01084,31/05/2025 15:54,31/05/2025 16:08,DN01,DN03,,Xe đạp điện,4.0,Rất hài lòng
CD01085,31/05/2025 16:05,31/05/2025 16:34,DN01,DN03,,Xe đạp,4.4,
CD01086,31/05/2025 17:24,31/05/2025 17:41,DN01,DN02,KH0068,Xe đạp điện,4.9,Không hài lòng
CD01087,31/05/2025 17:40,31/05/2025 18:23,HA02,HA01,,Xe máy điện,17.3,Rất hài lòng
CD01088,31/05/2025 18:07,31/05/2025 18:50,HA01,HA02,KH0014,Xe máy điện,22.4,Rất hài lòng
CD01089,31/05/2025 18:46,31/05/2025 19:01,DN02,DN01,KH0412,XE ĐẠP,3.2,Bình thường
CD01090,31/05/2025 20:06,31/05/2025 20:42,HA01,HA01,,Xe máy điện,12.9,
CD01091,31/05/2025 20:17,31/05/2025 21:07,HA01,HA02,KH0138,Xe đạp điện,13.0,Hài lòng
CD01092,01/06/2025 07:37,01/06/2025 08:09,DN04,DN01,KH0060,Xe đạp điện,8.4,Hài lòng
CD01093,01/06/2025 07:49,01/06/2025 08:21,HA01,HA01,KH0220,Xe đạp điện,8.6,Hài lòng
CD01094,01/06/2025 10:58,01/06/2025 12:10,HA02,HA01,, Xe máy điện,24.5,Rất hài lòng
CD01095,01/06/2025 11:35,01/06/2025 11:45,DN01,DN01,KH0158,Xe đạp,1.8,Bình thường
CD01096,01/06/2025 12:31,01/06/2025 12:51,HA01,HA01,KH0235,Xe đạp điện,5.4,Hài lòng
CD01097,01/06/2025 13:26,01/06/2025 13:47,HA02,HA01,KH0416,Xe máy điện,6.5,Hài lòng
CD01098,01/06/2025 14:12,01/06/2025 14:31,HA01,HA02,KH0069,Xe dap,3.4,Hài lòng
CD01099,01/06/2025 14:30,01/06/2025 15:18,HA02,HA02,KH0061,Xe may dien,14.7,Rất hài lòng
CD01100,01/06/2025 16:50,01/06/2025 18:08,HA01,HA02,KH0223,Xe máy điện,27.7,Không hài lòng
CD01101,01/06/2025 16:55,01/06/2025 17:01,DN07,DN01,KH0270,Xe đạp điện,1.4,Không hài lòng
CD01102,01/06/2025 17:37,01/06/2025 17:59,HA02,HA01,KH0474,Xe đạp,,Hài lòng
CD01103,01/06/2025 17:38,01/06/2025 17:49,DN04,DN03,KH0215,Xe đạp điện,3.6,Hài lòng
CD01104,01/06/2025 17:54,01/06/2025 18:36,DN01,DN02,,Xe máy điện,13.3,Không hài lòng
CD01105,01/06/2025 17:58,01/06/2025 18:15,DN02,DN04,KH0497,Xe may dien,5.9,Hài lòng
CD01106,01/06/2025 19:42,01/06/2025 20:31,HA02,HA01,,xe đạp điện,9.7,Hài lòng
CD01107,01/06/2025 20:01,01/06/2025 20:29,HA01,HA01,,Xe đạp,6.3,Hài lòng
CD01108,01/06/2025 21:03,01/06/2025 21:28,HA02,HA01,,XE ĐẠP,5.4,Hài lòng
CD01109,01/06/2025 21:12,01/06/2025 21:23,DN03,DN03,KH0121,Xe máy điện,3.9,Bình thường
CD01110,01/06/2025 21:30,01/06/2025 21:48,HA02,HA01,KH0403,Xe đạp điện,5.2,
CD01111,01/06/2025 21:33,01/06/2025 22:00,DN02,DN01,KH0475,Xe đạp điện,8.7,Hài lòng
CD01112,01/06/2025 21:37,01/06/2025 21:47,DN01,DN02,KH0434,Xe đạp,2.3,Bình thường
CD01113,02/06/2025 07:56,02/06/2025 08:13,DN02,DN02,KH0365,Xe đạp điện,5.9,Rất hài lòng
