ma_gd,thoi_gian,ma_cn,ma_kh,ma_sp,so_luong,kenh,thoi_gian_cho,danh_gia
GD01527,30/04/2025 07:05,CN01,KH0039,SP12,2,Mang đi,2.4,Tốt
GD01528,30/04/2025 10:19,CN02,KH0399,SP15,3,Tại quán,1.5,Tốt
GD01529,30/04/2025 11:37,CN04,KH0236,SP02,2,Giao hàng,29.4,Bình thường
GD01530,30/04/2025 11:50,CN02,KH0283,SP04,2,Giao hang,28.1,Bình thường
GD01531,30/04/2025 12:40,CN01,,SP01,2,Tai quan,8.5,Rất tốt
GD01532,30/04/2025 13:37,CN02,KH0120,SP05,1,Giao hàng,19.6,
GD01533,30/04/2025 14:29,CN04,,SP15,1,Tại quán,3.4,Rất tốt
GD01534,30/04/2025 15:35,CN01,KH0210,SP03,4,Tại quán,7.9,Tốt
GD01535,30/04/2025 16:25,CN03,,SP08,1,Giao hàng,53.0,Tốt
GD01536,30/04/2025 17:02,CN03,KH0231,SP03,1,Tại quán,0.7,Tốt
GD01537,30/04/2025 18:08,CN03,KH0355,SP10,1,Tại quán,4.7,Tốt
GD01538,30/04/2025 20:49,CN01,,SP13,1,Mang đi,4.4,
GD01539,30/04/2025 20:54,CN01,,SP10,1,Tại quán,3.0,Tốt
GD01540,30/04/2025 20:58,CN03,,SP05,2,Giao hàng,12.2,
GD01541,01/05/2025 07:13,CN03,KH0371,SP11,3,mang đi,5.3,Rất tốt
GD01542,01/05/2025 09:46,CN01,KH0047,SP06,3,Tại quán,7.0,Tốt
GD01543,01/05/2025 10:20,CN02,KH0022,SP13,,Tại quán,3.0,Rất tốt
GD01544,01/05/2025 12:11,CN02,KH0023,SP04,2,MANG ĐI,2.0,Tốt
GD01545,01/05/2025 12:43,CN01,KH0078,SP13,1,Tại quán,5.9,Tốt
GD01546,01/05/2025 13:54,CN01,,SP09,1,Tại quán,4.5,Bình thường
GD01547,01/05/2025 14:03,CN03,,SP01,1,Giao hàng,31.1,Bình thường
GD01548,01/05/2025 14:55,CN01,KH0095,SP03,1,Tại quán,9.3,Tốt
GD01549,01/05/2025 14:57,CN03,KH0365,SP09,4,Tại quán,11.6,Bình thường
GD01550,01/05/2025 15:10,CN01,KH0064,SP05,2,Mang đi,5.4,Rất tốt
GD01551,01/05/2025 19:24,CN01,KH0228,SP11,1,Tại quán,5.2,Tốt
GD01552,01/05/2025 19:51,CN04,KH0439,SP02,1,Mang đi,3.7,Rất tốt
GD01553,01/05/2025 21:15,CN03,KH0208,SP11,1,Giao hàng,13.1,Tốt
GD01554,02/05/2025 08:55,CN02,,SP03,2,Mang đi,5.5,Tốt
GD01555,02/05/2025 10:22,CN03,KH0212,SP05,1,Giao hàng,16.5,
GD01556,02/05/2025 10:38,CN01,KH0295,SP08,1,Mang đi,4.5,Tệ
GD01557,02/05/2025 11:44,CN02,,SP09,3,Giao hàng,18.4,Tốt
GD01558,02/05/2025 12:08,CN03,KH0271,SP15,3,Mang đi,5.7,Rất tốt
GD01559,02/05/2025 12:11,CN02,,SP12,3,GIAO HÀNG,14.4,Rất tốt
GD01560,02/05/2025 12:17,CN03,KH0253,SP04,1,Giao hàng,13.2,Bình thường
GD01561,02/05/2025 13:22,CN03,,SP12,1,Giao hàng,22.5,Bình thường
GD01562,02/05/2025 14:15,CN02,KH0128,SP02,3,Tại quán,3.0,Tốt
GD01563,02/05/2025 16:05,CN03,KH0250,SP14,1,Mang đi,2.2,Tốt
GD01564,02/05/2025 17:01,CN02,KH0172,SP04,1,Mang đi,2.1,
GD01565,02/05/2025 17:29,CN01,KH0240,SP06,2,Giao hàng,33.1,Bình thường
GD01566,02/05/2025 17:46,CN01,KH0079,SP15,1,Tại quán,5.9,Rất tốt
GD01567,02/05/2025 18:01,CN04,KH0123,SP08,3,Tại quán,4.4,Bình thường
GD01568,02/05/2025 18:27,CN02,KH0109,SP12,2,Tại quán,9.1,
GD01569,02/05/2025 18:58,CN02,,SP09,2,Giao hàng,20.7,
GD01570,02/05/2025 19:40,CN04,KH0295,SP02,1,Giao hàng,29.0,Bình thường
GD01571,02/05/2025 20:06,CN03,KH0035,SP05,3,Tại quán,3.2,Rất tốt
GD01572,02/05/2025 20:30,CN03,KH0074,SP04,1,Mang đi,6.1,Tốt
GD01573,02/05/2025 21:58,CN01,KH0242,SP01,2,Tại quán,8.6,Bình thường
GD01574,03/05/2025 08:25,CN03,KH0328,SP12,2,giao hàng,23.1,Tốt
GD01575,03/05/2025 09:15,CN03,,SP05,1,Tại quán,12.6,Tốt
GD01576,03/05/2025 11:21,CN03,KH0282,SP14,1,Tại quán,4.8,Bình thường
GD01577,03/05/2025 12:02,CN02,,SP11,2,Giao hàng,20.7,
GD01578,03/05/2025 12:20,CN03,KH0214,SP05,1,Mang di,2.2,Rất tốt
GD01579,03/05/2025 12:34,CN01,KH0161,SP01,3,Tại quán,3.1,Bình thường
GD01580,03/05/2025 12:53,CN03,,SP15,3,Giao hàng,16.8,Bình thường
GD01581,03/05/2025 13:04,CN03,KH0238,SP01,2,Giao hàng,71.5,Bình thường
GD01582,03/05/2025 13:09,CN02,KH0159,SP05,1,Mang đi,5.4,Bình thường
GD01583,03/05/2025 13:27,CN03,KH0074,SP03,1,giao hàng,16.7,Tốt
GD01584,03/05/2025 13:30,CN02,KH0164,SP16,2, Tại quán,1.9,Rất tốt
GD01585,03/05/2025 13:44,CN03,KH0346,SP13,2,Mang di,5.4,Tốt
GD01586,03/05/2025 14:40,CN02,KH0055,SP03,1,Giao hàng,22.0,
GD01587,03/05/2025 16:42,CN04,KH0251,SP02,2, Tại quán,6.6,Tốt
GD01588,03/05/2025 16:59,CN01,KH0248,SP01,3,Tai quan,6.5,Bình thường
GD01589,03/05/2025 17:02,CN02,KH0388,SP01,1,Tại quán,5.2,Bình thường
GD01590,03/05/2025 17:51,CN03,KH0253,SP02,1,Mang đi,2.1,
GD01591,03/05/2025 18:43,CN04,,SP06,1,Tại quán,4.7,Rất tốt
GD01592,03/05/2025 20:00,CN04,,SP05,2,Mang đi,5.3,Tốt
GD01593,04/05/2025 07:48,CN01,KH0162,SP09,1,Tại quán,4.8,Tốt
GD01594,04/05/2025 08:00,CN03,,SP01,1,Mang đi,5.2,Tốt
GD01595,04/05/2025 08:19,CN01,,SP02,1,Mang đi,9.0,Rất tốt
GD01596,04/05/2025 10:16,CN03,,SP07,2,Giao hàng,11.4,Tốt
GD01597,04/05/2025 11:43,CN02,KH0310,SP01,4,Giao hàng,27.2,
GD01598,04/05/2025 16:55,CN03,,SP04,1,Mang đi,7.8,
GD01599,04/05/2025 17:23,CN01,KH0088,SP15,3,Giao hàng,31.6,Bình thường
GD01600,04/05/2025 19:01,CN02,KH0402,SP02,1,Tại quán,6.2,Rất tốt
GD01601,04/05/2025 19:14,CN03,,SP05,1,Tại quán,7.3,Rất tốt
GD01602,04/05/2025 19:58,CN01,KH0059,SP06,3,Giao hàng,32.4,Tệ
GD01603,04/05/2025 20:43,CN03,KH0113,SP08,3,Tại quán,5.3,
GD01604,04/05/2025 21:56,CN01,KH0188,SP12,1,Tại quán,9.6,
GD01605,04/05/2025 21:58,CN04,KH0328,SP04,2,Giao hàng,21.6,Tốt
GD01606,05/05/2025 07:49,CN04,KH0124,SP07,1,Tại quán,3.4,
GD01607,05/05/2025 08:14,CN03,KH0381,SP01,4,Giao hàng,21.8,Bình thường
GD01608,05/05/2025 08:17,CN01,KH0183,SP04,2,Tại quán,6.1,Bình thường
GD01609,05/05/2025 09:15,CN02,,SP04,1,Giao hàng,39.9,Rất tệ
GD01610,05/05/2025 10:49,CN03,KH0315,SP04,1,Giao hàng,36.8,Tốt
GD01611,05/05/2025 10:57,CN01,KH0271,SP09,2,Tại quán,6.5,Rất tốt
GD01612,05/05/2025 11:57,CN04,KH0353,SP12,2,Tại quán,2.9,
GD01613,05/05/2025 13:21,CN04,KH0272,SP09,1,Mang đi,3.3,Rất tốt
GD01614,05/05/2025 14:42,CN01,KH0124,SP10,2,Giao hang,13.4,Tốt
GD01615,05/05/2025 14:59,CN03,KH0284,SP01,1,Mang đi,2.4,Rất tốt
GD01616,05/05/2025 17:06,CN04,KH0337,SP09,1,Tại quán,3.5,Tốt
GD01617,05/05/2025 17:19,CN01,KH0247,SP02,1,Mang đi,8.0,Bình thường
GD01618,05/05/2025 17:29,CN02,,SP12,2,Tại quán,6.6,Rất tốt
GD01619,05/05/2025 18:33,CN03,KH0069,SP03,1,Tại quán,7.1,Tốt
GD01620,06/05/2025 11:49,CN03,KH0210,SP02,3,Mang đi,4.6,Rất tốt
GD01621,06/05/2025 14:32,CN03,,SP07,80, Giao hàng,16.5,Tốt
GD01622,06/05/2025 15:27,CN02,KH0455,SP06,1,Mang đi,4.1,Tốt
GD01623,06/05/2025 16:13,CN01,KH0108,SP02,3,Giao hàng,31.6,Tệ
GD01624,06/05/2025 16:53,CN04,KH0377,SP01,2,Tại quán,4.9,Tốt
GD01624,06/05/2025 16:53,CN04,KH0377,SP01,2,Tại quán,4.9,Tốt
GD01625,06/05/2025 18:47,CN01,KH0227,SP01,2,Mang đi,4.9,Tốt
GD01626,06/05/2025 20:06,CN02,KH0225,SP06,3,Giao hàng,23.8,Bình thường
GD01627,06/05/2025 20:30,CN03,KH0264,SP04,2,Giao hàng,25.4,Rất tốt
GD01628,06/05/2025 20:55,CN03,KH0377,SP01,3,Tại quán,9.1,Bình thường
GD01629,07/05/2025 07:02,CN04,KH0180,SP14,2,Tại quán,5.4,
GD01630,07/05/2025 08:16,CN03,,SP02,2,Giao hàng,28.5,Bình thường
GD01631,07/05/2025 10:07,CN04,,SP03,1,Giao hàng,31.4,Tốt
GD01632,07/05/2025 13:03,CN03,KH0388,SP12,4,Giao hàng,24.7,Bình thường
GD01633,07/05/2025 13:15,CN01,,SP10,1,mang đi,2.6,Bình thường
GD01634,07/05/2025 13:32,CN01,KH0173,SP08,1, Tại quán,5.7,Tốt
GD01635,07/05/2025 15:03,CN04,KH0277,SP11,2, Giao hàng,29.5,Bình thường
GD01636,07/05/2025 15:38,CN03,KH0093,SP07,3,Giao hàng,15.3,
GD01637,07/05/2025 17:45,CN01,KH0199,SP05,2,Giao hàng,14.7,Bình thường
GD01638,07/05/2025 19:15,CN02,,SP16,2,Tại quán,15.4,
GD01639,07/05/2025 19:30,CN03,KH0124,SP01,1,Tại quán,8.4,Bình thường
GD01640,08/05/2025 09:33,CN03,KH0049,SP02,,Tại quán,6.8,Rất tốt
GD01641,08/05/2025 10:43,CN01,KH0361,SP15,1,Tại quán,4.0,Tốt
GD01642,08/05/2025 10:49,CN03,KH0313,SP05,2,Giao hàng,26.2,Bình thường
GD01643,08/05/2025 12:55,CN01,KH0100,SP09,1,Tại quán,4.7,Rất tốt
GD01644,08/05/2025 13:55,CN02,,SP03,60,Giao hàng,34.8,Bình thường
GD01645,08/05/2025 14:41,CN01,KH0370,SP05,1,Tại quán,4.1,Tốt
GD01646,08/05/2025 15:31,CN02,KH0280,SP06,,Mang đi,10.1,Tốt
GD01647,08/05/2025 18:27,CN03,KH0162,SP15,2,Giao hàng,19.4,Tốt
GD01648,08/05/2025 21:05,CN03,KH0237,SP10,4,Mang đi,5.1,Tốt
GD01649,09/05/2025 08:17,CN04,,SP11,1,Mang đi,5.5,Tốt
GD01650,09/05/2025 10:05,CN01,KH0170,SP14,2,Mang đi,6.3,Tốt
GD01651,09/05/2025 13:14,CN02,KH0255,SP02,1,TẠI QUÁN,2.0,Bình thường
GD01652,09/05/2025 14:06,CN01,,SP01,3,Giao hàng,13.6,
GD01653,09/05/2025 17:11,CN01,,SP08,3,Tại quán,3.5,
GD01654,09/05/2025 17:50,CN02,,SP16,3,Giao hàng,28.5,Bình thường
GD01655,09/05/2025 18:42,CN01,KH0275,SP01,2,Tại quán,4.1,Tốt
GD01656,09/05/2025 19:59,CN01,KH0166,SP14,1,Mang đi,3.3,Rất tốt
GD01657,09/05/2025 21:21,CN03,KH0134,SP03,2,Tai quan,4.9,Tốt
GD01658,10/05/2025 07:50,CN02,KH0372,SP03,2,Tai quan,6.5,Tốt
GD01659,10/05/2025 08:13,CN03,,SP07,1,Tại quán,3.4,Tốt
GD01660,10/05/2025 09:15,CN02,KH0108,SP04,3,Mang đi,7.1,Bình thường
GD01661,10/05/2025 09:55,CN02,KH0153,SP05,4, Giao hàng,16.5,Tốt
GD01662,10/05/2025 10:18,CN03,KH0187,SP02,2,Tại quán,3.8,Rất tốt
GD01663,10/05/2025 11:32,CN04,KH0118,SP08,3,Mang đi,6.1,
GD01664,10/05/2025 11:52,CN03,KH0284,SP05,1,Tại quán,10.6,Bình thường
GD01665,10/05/2025 12:53,CN04,,SP13,,MANG ĐI,2.9,Tốt
GD01666,10/05/2025 13:50,CN03,KH0350,SP13,2,Tại quán,5.2,
GD01667,10/05/2025 13:53,CN03,KH0396,SP04,2,Tại quán,4.3,Tốt
GD01668,10/05/2025 15:03,CN02,KH0296,SP08,2,Mang đi,6.7,
GD01669,10/05/2025 16:46,CN01,,SP11,2,Tại quán,6.0,Bình thường
GD01670,10/05/2025 17:10,CN01,KH0337,SP05,1,mang đi,6.6,
GD01671,10/05/2025 17:28,CN01,KH0127,SP14,2,Mang đi,4.1,
GD01672,10/05/2025 17:29,CN03,KH0309,SP09,1,Tại quán,7.3,Tốt
GD01673,10/05/2025 17:55,CN01,,SP13,2,Tại quán,6.6,
GD01674,10/05/2025 18:31,CN02,KH0201,SP01,1,Mang đi,6.4,
GD01675,10/05/2025 19:28,CN01,KH0119,SP01,1,Mang đi,3.1,
GD01676,10/05/2025 20:12,CN01,,SP07,1,mang đi,5.4,
GD01677,11/05/2025 08:32,CN01,KH0012,SP03,1,Giao hàng,32.4,Tệ
GD01678,11/05/2025 09:46,CN04,KH0142,SP15,,Tại quán,8.6,Rất tốt
GD01679,11/05/2025 10:00,CN01,KH0273,SP03,1,Tại quán,3.8,Tốt
GD01680,11/05/2025 10:09,CN04,KH0393,SP01,1,Tại quán,9.9,Tốt
GD01681,11/05/2025 10:49,CN04,,SP01,1,Mang đi,4.2,Tốt
GD01682,11/05/2025 12:21,CN01,KH0389,SP10,1,Tại quán,4.2,Rất tốt
GD01683,11/05/2025 13:49,CN02,,SP07,1,Mang đi,2.8,Rất tốt
GD01684,11/05/2025 15:25,CN03,,SP02,1,Tại quán,4.0,Tốt
GD01685,11/05/2025 16:54,CN01,KH0290,SP02,2,Tại quán,5.3,
GD01686,11/05/2025 17:45,CN03,KH0083,SP05,1, Giao hàng,21.4,
GD01687,11/05/2025 17:47,CN04,KH0217,SP14,4,Giao hàng,23.9,Bình thường
GD01688,11/05/2025 20:32,CN02,KH0421,SP08,2,Tại quán,12.0,Rất tốt
GD01689,12/05/2025 10:55,CN04,KH0035,SP07,4,Giao hàng,23.4,Bình thường
GD01690,12/05/2025 12:14,CN01,KH0246,SP03,1,Giao hàng,20.5,Bình thường
GD01691,12/05/2025 12:46,CN04,,SP14,1,Mang đi,4.6,Tốt
GD01692,12/05/2025 12:56,CN03,KH0072,SP12,2,Mang đi,2.8,Bình thường
GD01693,12/05/2025 13:55,CN04,KH0151,SP03,2,Giao hàng,17.8,Rất tốt
GD01694,12/05/2025 14:24,CN01,KH0298,SP11,1,Tại quán,7.2,Bình thường
GD01695,12/05/2025 17:11,CN02,KH0064,SP03,1,Giao hàng,30.6,
GD01696,12/05/2025 18:10,CN03,KH0365,SP09,2,Mang đi  ,4.0,Rất tốt
GD01697,12/05/2025 19:33,CN04,KH0156,SP02,2,Giao hàng,19.8,Bình thường
GD01698,12/05/2025 19:37,CN04,KH0015,SP07,1,Tại quán,4.4,Tốt
GD01699,12/05/2025 19:39,CN03,KH0026,SP11,2,MANG ĐI,2.5,Rất tốt
GD01700,12/05/2025 20:19,CN04,,SP01,1,mang đi,2.0,Tốt
GD01700,12/05/2025 20:19,CN04,,SP01,1,mang đi,2.0,Tốt
GD01701,13/05/2025 08:30,CN03,KH0027,SP10,1,Tại quán,6.7,Tốt
GD01702,13/05/2025 08:38,CN01,,SP05,1,Tai quan,2.5,Bình thường
GD01703,13/05/2025 08:45,CN04,KH0187,SP13,1,Mang đi,2.9,Rất tốt
GD01704,13/05/2025 08:45,CN01,KH0001,SP10,3,mang đi,3.6,Rất tốt
GD01705,13/05/2025 08:54,CN02,KH0353,SP05,1,Tại quán,6.3,
GD01706,13/05/2025 09:25,CN03,KH0336,SP10,3,Tại quán,3.7,
GD01707,13/05/2025 10:08,CN03,KH0326,SP16,1,Mang đi,3.6,Rất tốt
GD01708,13/05/2025 12:22,CN04,KH0300,SP12,1,Tại quán,9.9,Rất tốt
GD01709,13/05/2025 14:55,CN03,KH0360,SP09,4,Mang đi  ,2.8,
GD01710,13/05/2025 15:42,CN04,KH0283,SP13,1, Giao hàng,13.1,Rất tốt
GD01711,13/05/2025 15:47,CN02,,SP07,3,MANG ĐI,3.6,Rất tốt
GD01712,13/05/2025 17:02,CN03,KH0059,SP13,2,Mang đi,5.1,Tốt
GD01713,13/05/2025 18:26,CN04,,SP06,1,Tại quán,4.7,Tốt
GD01714,13/05/2025 18:29,CN02,KH0132,SP10,2,Giao hàng,17.1,Tốt
GD01715,13/05/2025 18:37,CN01,,SP01,1,Tại quán,11.4,Bình thường
GD01716,13/05/2025 18:46,CN01,KH0381,SP07,1,Tại quán,5.4,Rất tốt
GD01717,13/05/2025 19:03,CN03,KH0385,SP08,1,Mang đi  ,5.5,Rất tốt
GD01718,13/05/2025 19:47,CN01,,SP03,3,Giao hàng,37.3,Bình thường
GD01719,13/05/2025 21:04,CN03,KH0034,SP06,1,Giao hàng,22.3,Bình thường
GD01720,14/05/2025 10:02,CN02,,SP03,1,Tại quán,5.6,Bình thường
GD01721,14/05/2025 10:10,CN04,,SP18,1,Mang đi,4.3,Bình thường
GD01722,14/05/2025 10:56,CN02,KH0177,SP09,1,Tại quán,2.8,Tốt
GD01723,14/05/2025 10:57,CN01,KH0095,SP15,2,Mang đi,4.1,Tốt
GD01724,14/05/2025 12:17,CN01,,SP12,2,Mang đi,4.3,Tốt
GD01725,14/05/2025 13:17,CN03,KH0057,SP06,3,Mang đi,2.9,Tốt
GD01725,14/05/2025 13:17,CN03,KH0057,SP06,3,Mang đi,2.9,Tốt
GD01726,14/05/2025 13:35,CN01,KH0310,SP16,2, Tại quán,5.4,Rất tốt
GD01727,14/05/2025 18:14,CN02,,SP16,1,Tại quán,6.4,
GD01728,14/05/2025 18:16,CN01,KH0057,SP08,3,Tại quán,5.3,
GD01729,14/05/2025 20:04,CN04,KH0129,SP10,5,Giao hàng,50.9,Tệ
GD01730,14/05/2025 20:22,CN03,KH0324,SP02,4,Mang đi,4.5,
GD01731,15/05/2025 07:53,CN03,KH0125,SP07,2,Giao hàng,13.3,
GD01732,15/05/2025 07:59,CN04,,SP02,1,Tại quán,12.4,Bình thường
GD01733,15/05/2025 08:55,CN03,KH0269,SP08,2,Tại quán,5.5,Rất tốt
GD01734,15/05/2025 11:29,CN04,KH0267,SP02,2,Tại quán,7.3,Tốt
GD01735,15/05/2025 15:17,CN01,KH0167,SP06,1,Mang đi,4.4,Rất tốt
GD01736,15/05/2025 15:57,CN02,KH0179,SP08,2,Tại quán,6.5,Bình thường
GD01737,15/05/2025 19:44,CN04,,SP01,2,Giao hàng,18.9,Bình thường
GD01738,15/05/2025 20:28,CN02,,SP04,2,Mang đi,8.7,Tốt
GD01739,15/05/2025 20:50,CN01,KH0249,SP02,3,Tại quán,9.6,Rất tốt
GD01740,15/05/2025 21:09,CN03,,SP06,1,Tại quán,2.2,Tốt
GD01741,16/05/2025 08:47,CN04,,SP05,1,Giao hàng,24.6,Tốt
GD01742,16/05/2025 09:18,CN01,KH0226,SP03,1,Mang di,1.7,
GD01743,16/05/2025 10:26,CN03,,SP09,2,Tại quán,4.3,Bình thường
GD01744,16/05/2025 10:38,CN04,KH0310,SP16,2,Mang đi,4.5,
GD01745,16/05/2025 10:55,CN04,KH0322,SP03,1,Tại quán,4.9,Rất tốt
GD01746,16/05/2025 11:55,CN02,,SP04,2,Giao hàng,28.1,Bình thường
GD01747,16/05/2025 12:46,CN04,KH0233,SP15,1,Giao hàng,23.2,Tốt
GD01748,16/05/2025 14:03,CN04,KH0392,SP03,1,Tại quán,7.2,Bình thường
GD01749,16/05/2025 14:59,CN01,KH0368,SP06,2,Giao hàng,32.0,
GD01750,16/05/2025 15:03,CN03,KH0439,SP06,2,MANG ĐI,2.3,Tốt
GD01751,16/05/2025 16:01,CN02,KH0013,SP06,1,Giao hàng,15.6,Rất tốt
GD01752,16/05/2025 16:20,CN01,KH0038,SP06,1, Tại quán,3.4,Tốt
GD01753,16/05/2025 18:54,CN01,KH0289,SP06,,GIAO HÀNG,16.5,Tốt
GD01754,16/05/2025 19:42,CN01,KH0199,SP18,2,Mang đi,2.9,Tốt
GD01755,16/05/2025 19:43,CN03,KH0310,SP13,2,Giao hàng,18.5,Tốt
GD01756,16/05/2025 20:07,CN02,KH0226,SP01,1,Mang đi,3.8,Tốt
GD01757,17/05/2025 07:14,CN02,KH0110,SP07,3,Mang đi,5.7,Bình thường
GD01758,17/05/2025 07:18,CN03,,SP09,1,Giao hàng,35.7,Bình thường
GD01759,17/05/2025 07:30,CN01,,SP01,2,Mang đi,8.4,Rất tốt
GD01760,17/05/2025 07:35,CN01,KH0335,SP02,2, Giao hàng,19.0,Tốt
GD01761,17/05/2025 08:52,CN03,,SP09,2,Giao hàng,23.3,Rất tốt
GD01762,17/05/2025 09:00,CN02,,SP04,1,Tại quán,7.8,
GD01763,17/05/2025 09:11,CN01,,SP13,2,Tại quán,5.6,Bình thường
GD01764,17/05/2025 09:46,CN01,KH0212,SP01,2,Tại quán,3.6,Bình thường
GD01765,17/05/2025 09:56,CN01,KH0122,SP07,1,Mang đi,4.3,Bình thường
GD01766,17/05/2025 10:41,CN04,,SP16,2,Mang đi,2.8,Rất tốt
GD01767,17/05/2025 12:50,CN01,KH0158,SP05,1,Mang đi,2.2,Rất tốt
GD01768,17/05/2025 14:00,CN02,KH0053,SP02,1,Tại quán,5.8,Rất tốt
GD01769,17/05/2025 15:44,CN04,,SP12,1,MANG ĐI,3.6,Tệ
GD01770,17/05/2025 17:32,CN03,KH0222,SP02,1,Giao hàng,35.0,Tốt
GD01771,17/05/2025 17:34,CN02,,SP01,2,Giao hàng,19.7,
GD01772,17/05/2025 18:42,CN04,KH0195,SP03,1,Tại quán,6.1,Tốt
GD01773,17/05/2025 19:27,CN03,KH0215,SP12,1,Giao hàng,24.6,
GD01774,17/05/2025 20:04,CN01,,SP16,1,Mang đi,2.0,Bình thường
GD01775,17/05/2025 20:07,CN04,KH0135,SP14,2,Tại quán,3.5,Rất tốt
GD01776,18/05/2025 08:15,CN04,KH0159,SP04,2,tại quán,5.4,Tốt
GD01777,18/05/2025 08:34,CN04,KH0291,SP06,1,Mang đi,2.4,Tốt
GD01778,18/05/2025 11:58,CN03,KH0054,SP03,2,Giao hàng,16.0,Tốt
GD01779,18/05/2025 13:13,CN01,KH0180,SP02,1,Tại quán,5.8,
GD01780,18/05/2025 16:00,CN02,KH0115,SP02,3,Giao hàng,31.1,Tệ
GD01781,18/05/2025 16:21,CN01,KH0317,SP11,1,Mang đi,3.8,Rất tốt
GD01782,18/05/2025 17:23,CN01,,SP10,1,Mang đi  ,3.5,Rất tốt
GD01783,18/05/2025 19:07,CN03,KH0308,SP07,1,Tại quán,11.9,
GD01784,18/05/2025 19:29,CN03,KH0303,SP07,3,Giao hàng,20.3,Tốt
GD01785,18/05/2025 19:31,CN02,,SP07,2,Giao hàng,14.8,Rất tốt
GD01786,18/05/2025 19:48,CN01,,SP10,1,Tại quán,4.3,
GD01787,18/05/2025 19:56,CN04,,SP15,4,Mang đi,3.7,Tốt
GD01788,18/05/2025 21:04,CN01,KH0116,SP06,1,Tại quán,2.1,Tốt
GD01789,18/05/2025 21:05,CN01,KH0116,SP15,1,Mang đi,4.3,
GD01790,19/05/2025 07:05,CN01,,SP14,2,Giao hàng,11.9,
GD01791,19/05/2025 08:13,CN01,KH0069,SP06,2,Giao hàng,21.6,Tốt
GD01792,19/05/2025 08:43,CN03,,SP05,1,Giao hàng,23.7,Bình thường
GD01793,19/05/2025 10:41,CN04,,SP03,1,GIAO HÀNG,12.6,Tốt
GD01794,19/05/2025 11:33,CN03,KH0159,SP01,1,Mang đi,10.7,
GD01795,19/05/2025 15:07,CN04,,SP16,2,Mang đi,7.5,Tốt
GD01796,19/05/2025 15:10,CN03,,SP05,4,Giao hàng,33.5,
GD01797,19/05/2025 15:25,CN01,,SP13,1,Tại quán,9.0,Tốt
GD01798,19/05/2025 18:44,CN02,KH0351,SP11,3,Tại quán,4.8,Rất tốt
GD01799,19/05/2025 19:33,CN04,KH0368,SP11,1, Tại quán,5.8,Tốt
GD01800,19/05/2025 19:52,CN02,KH0098,SP04,, Giao hàng,22.2,
GD01801,20/05/2025 07:24,CN01,KH0128,SP04,2,Tại quán,7.1,Rất tốt
GD01802,20/05/2025 08:09,CN01,KH0008,SP10,2,Tại quán,4.9,Rất tốt
GD01803,20/05/2025 08:10,CN03,KH0326,SP12,1,Mang đi,5.9,
GD01804,20/05/2025 08:51,CN04,KH0132,SP04,1,Tại quán,8.9,Bình thường
GD01805,20/05/2025 08:53,CN03,KH0384,SP11,2,Tại quán,9.6,Tốt
GD01806,20/05/2025 09:40,CN04,KH0114,SP05,2,Giao hàng,34.0,Bình thường
GD01807,20/05/2025 12:27,CN02,KH0301,SP16,2,Tại quán,5.1,Rất tốt
GD01808,20/05/2025 12:36,CN01,KH0381,SP15,3,Mang đi,6.1,
GD01809,20/05/2025 12:41,CN02,,SP04,1,Mang đi,5.6,
GD01810,20/05/2025 16:01,CN03,,SP02,1,Tại quán,8.2,Rất tốt
GD01811,20/05/2025 16:40,CN02,,SP09,1,TẠI QUÁN,6.9,
GD01812,20/05/2025 16:50,CN04,KH0075,SP08,2,Tại quán,7.3,Tốt
GD01813,20/05/2025 18:44,CN02,,SP02,1,GIAO HÀNG,29.3,Bình thường
GD01814,20/05/2025 21:17,CN01,,SP01,1,Mang đi,3.6,
GD01815,21/05/2025 08:24,CN01,,SP04,4,Giao hàng,29.7,Tốt
GD01816,21/05/2025 08:40,CN04,KH0282,SP08,3,GIAO HÀNG,24.8,
GD01817,21/05/2025 08:52,CN03,KH0349,SP13,2,Tại quán,6.5,
GD01818,21/05/2025 09:37,CN03,,SP05,3,GIAO HÀNG,19.7,
GD01819,21/05/2025 09:57,CN02,KH0255,SP03,1,Mang di,4.8,Tốt
GD01820,21/05/2025 10:25,CN03,KH0108,SP01,1,Tại quán,9.0,Bình thường
GD01821,21/05/2025 13:58,CN01,KH0088,SP04,1, Tại quán,6.4,Rất tốt
GD01822,21/05/2025 14:11,CN01,KH0110,SP13,3,Giao hàng,25.1,Tốt
GD01823,21/05/2025 14:41,CN04,,SP14,1,Tại quán,5.6,
GD01824,21/05/2025 15:19,CN03,,SP07,2,Mang đi,5.2,
GD01825,21/05/2025 15:46,CN02,KH0127,SP04,3,Giao hàng,21.9,Bình thường
GD01826,21/05/2025 16:25,CN02,KH0127,SP15,3,Giao hàng,35.3,Tệ
GD01827,21/05/2025 17:40,CN02,KH0003,SP01,1,Giao hàng,34.2,
GD01828,21/05/2025 18:19,CN04,KH0281,SP08,1,Mang đi,6.8,Tốt
GD01829,21/05/2025 18:32,CN01,KH0345,SP02,2,Mang đi,8.2,Tốt
GD01830,21/05/2025 18:41,CN03,,SP07,3,Tai quan,4.1,Tốt
GD01831,21/05/2025 19:23,CN03,KH0405,SP12,1,Mang đi,3.2,Tốt
GD01832,22/05/2025 07:51,CN03,KH0334,SP10,4,Giao hàng,19.6,Bình thường
GD01833,22/05/2025 08:48,CN02,,SP08,2,Mang đi,6.2,
