ma_don,ngay_dat,ma_kh,thanh_pho,danh_muc,don_gia,so_luong,phuong_thuc_tt,danh_gia
DH00886,15/03/2025,KH0037,Cần Thơ,Thực phẩm,66000,2,Tiền mặt,4
DH00887,15/03/2025,KH0492,Đà Nẵng,Đồ uống,20000,3,Tiền mặt,5
DH00888,16/03/2025,KH0168,Đà Nẵng,Thực phẩm,108000,1,Chuyển khoản,4
DH00889,16/03/2025,KH0258,Hà Nội,Văn phòng phẩm,32000,,Ví điện tử,3
DH00890,16/03/2025,KH0126,  Hà Nội,Đồ uống,20000,3,Chuyển khoản,3
DH00891,16/03/2025,KH0230,Hồ Chí Minh,Mỹ phẩm,95000,3,Chuyển khoản,3
DH00892,16/03/2025,KH0058,Hà Nội,Gia dụng,96000,2,Tiền mặt,
DH00893,16/03/2025,KH0499,Hồ Chí Minh,Đồ uống,38000,7,Chuyển khoản,2
DH00894,16/03/2025,KH0206,hà nội,Thực phẩm,140000,6,Tiền mặt,5
DH00895,16/03/2025,KH0219,  Hồ Chí Minh,Văn phòng phẩm,27000,2,Ví điện tử,
DH00896,16/03/2025,KH0249,Hà Nội,Thực phẩm,86000,2,Chuyển khoản,3
DH00897,16/03/2025,KH0328,Hà Nội,Đồ uống,21000,1,Chuyển khoản,5
DH00898,16/03/2025,KH0376,Hồ Chí Minh,Thực phẩm,141000,2,Chuyển khoản,3
DH00899,17/03/2025,KH0132,Đà Nẵng,Đồ uống,34000,8,Tiền mặt,5
DH00900,17/03/2025,KH0441,Hà Nội,Thực phẩm,50000,1,Ví điện tử,4
DH00901,17/03/2025,KH0282,Hồ Chí Minh,Văn phòng phẩm,16000,6,Ví điện tử,4
DH00902,17/03/2025,KH0136,Hồ Chí Minh,Văn phòng phẩm,6000,7,Chuyển khoản,3
DH00903,17/03/2025,KH0472,Hồ Chí Minh,Đồ uống,13000,4,Tiền mặt,
DH00904,17/03/2025,KH0304,Cần Thơ,Gia dụng,388000,1,Tiền mặt,4
DH00905,17/03/2025,KH0161,Hà Nội,Mỹ phẩm,134000,,Chuyển khoản,3
DH00906,17/03/2025,KH0495,Cần Thơ,Thực phẩm,27000,5,Tiền mặt,4
DH00907,17/03/2025,KH0098,CẦN THƠ,Đồ uống,44000,5,Chuyển khoản,5
DH00908,17/03/2025,KH0006,Hà Nội,Mỹ phẩm,369000,4,Chuyển khoản,3
DH00909,17/03/2025,KH0062,Hồ Chí Minh,Mỹ phẩm,292000,3,Ví điện tử,5
DH00910,17/03/2025,KH0013,Hồ Chí Minh,Đồ uống,45000,4,Chuyển khoản,
DH00911,17/03/2025,KH0089,Đà Nẵng,Đồ uống,24000,4,Tiền mặt,5
DH00912,18/03/2025,KH0319,Hồ Chí Minh,Đồ uống,29000,5,Ví điện tử,3
DH00913,18/03/2025,KH0153,Hồ Chí Minh,Đồ uống,27000,4,Ví điện tử,
DH00914,18/03/2025,KH0217, hồ chí minh  ,Đồ uống,44000,6,Ví điện tử,
DH00915,18/03/2025,KH0096,Đà Nẵng,Mỹ phẩm,413000,5,Tiền mặt,2
DH00916,18/03/2025,KH0371,Hà Nội,Đồ uống,28000,5,Ví điện tử,3
DH00917,18/03/2025,,Hồ Chí Minh,Thực phẩm,108000,2,Tiền mặt,4
DH00918,18/03/2025,KH0441, hồ chí minh  ,Đồ uống,38000,4,Chuyển khoản,5
DH00919,19/03/2025,KH0358,Hồ Chí Minh,Thực phẩm,27000,5,Tiền mặt,4
DH00920,19/03/2025,KH0028,Đà Nẵng ,Gia dụng,121000,1,Tiền mặt,3
DH00921,19/03/2025,KH0004,Hồ Chí Minh,Thực phẩm,21000,3,Ví điện tử,
DH00922,19/03/2025,KH0297,CẦN THƠ,Đồ uống,39000,5,Tiền mặt,
DH00923,19/03/2025,KH0034,Huế,Đồ uống,25000,12,Tiền mặt,3
DH00924,19/03/2025,KH0485,Huế,Gia dụng,338000,3,Chuyển khoản,3
DH00925,19/03/2025,KH0358,Hà Nội,Đồ uống,12000,6,Ví điện tử,4
DH00926,19/03/2025,KH0010,Cần Thơ,Thực phẩm,82000,4,Chuyển khoản,4
DH00927,19/03/2025,KH0274,Hồ Chí Minh,Mỹ phẩm,149000,5,Chuyển khoản,3
DH00928,19/03/2025,KH0031,cần thơ,Đồ uống,14000,3,Ví điện tử,
DH00929,19/03/2025,KH0087,hà nội,Gia dụng,359000,4,Chuyển khoản,
DH00930,19/03/2025,KH0443,Hồ Chí Minh,Đồ uống,23000,4,Ví điện tử,
DH00931,19/03/2025,KH0415,Hồ Chí Minh,Đồ uống,22000,,Ví điện tử,4
DH00932,19/03/2025,KH0198,hồ chí minh,Đồ uống,41000,5,Tiền mặt,5
DH00933,19/03/2025,KH0169,Hà Nội,Thực phẩm,91000,2,Ví điện tử,5
DH00934,20/03/2025,KH0424,Hồ Chí Minh,Đồ uống,18000,4,Ví điện tử,1
DH00935,20/03/2025,KH0254,Hà Nội,Mỹ phẩm,235000,2,Chuyển khoản,2
DH00936,20/03/2025,KH0201,Hà Nội,Thực phẩm,129000,2,Ví điện tử,
DH00937,20/03/2025,KH0112,Hồ Chí Minh,Thực phẩm,80000,1,Ví điện tử,3
DH00938,20/03/2025,KH0472,Huế,Đồ uống,26000,7,Chuyển khoản,3
DH00939,20/03/2025,KH0227,Hồ Chí Minh,Đồ uống,35000,10,Ví điện tử,5
DH00940,20/03/2025,KH0150,Đà Nẵng,Mỹ phẩm,387000,2,Tiền mặt,5
DH00941,20/03/2025,KH0115,huế,Thực phẩm,20000,2,Ví điện tử,4
DH00942,20/03/2025,KH0480,Huế,Thực phẩm,31000,1,Tiền mặt,4
DH00943,20/03/2025,KH0281,Hồ Chí Minh,Đồ uống,33000,2,Chuyển khoản,
DH00944,20/03/2025,KH0227,Hồ Chí Minh,Văn phòng phẩm,44000,14,Chuyển khoản,5
DH00945,20/03/2025,KH0451,Hà Nội,Thực phẩm,48000,1,Ví điện tử,4
DH00946,20/03/2025,,Hà Nội,Mỹ phẩm,106000,2,Chuyển khoản,
DH00947,21/03/2025,KH0225,Cần Thơ,Đồ uống,21000,3,Tiền mặt,3
DH00948,21/03/2025,KH0460,Hồ Chí Minh,Gia dụng,564000,1,Ví điện tử,5
DH00948,21/03/2025,KH0460,Hồ Chí Minh,Gia dụng,564000,1,Ví điện tử,5
DH00949,21/03/2025,KH0256,hà nội,Mỹ phẩm,423000,3,Ví điện tử,3
DH00950,21/03/2025,KH0290,Hà Nội,Thực phẩm,83000,2,Chuyển khoản,
DH00951,21/03/2025,KH0327,Hà Nội ,Đồ uống,17000,5,Chuyển khoản,4
DH00952,21/03/2025,KH0134,hồ chí minh,Mỹ phẩm,162000,2,Chuyển khoản,2
DH00953,21/03/2025,KH0033,Hà Nội,Văn phòng phẩm,23000,2,Ví điện tử,4
DH00954,21/03/2025,KH0314,Hồ Chí Minh,Mỹ phẩm,192000,4,Ví điện tử,2
DH00955,21/03/2025,KH0473,Cần Thơ,Gia dụng,330000,5,Ví điện tử,3
DH00956,21/03/2025,KH0494,Huế,Mỹ phẩm,272000,2,Tiền mặt,5
DH00957,21/03/2025,KH0346,Hồ Chí Minh,Thực phẩm,66000,3,Chuyển khoản,
DH00958,21/03/2025,KH0161,Hồ Chí Minh,Thực phẩm,140000,3,Ví điện tử,
DH00959,22/03/2025,KH0245,Hà Nội,Thực phẩm,125000,2,Chuyển khoản,1
DH00960,22/03/2025,KH0276,Huế,Thực phẩm,20000,3,Ví điện tử,3
DH00961,22/03/2025,KH0466,Hà Nội,Đồ uống,29000,3,Ví điện tử,2
DH00962,22/03/2025,KH0066,Hà Nội,Đồ uống,31000,3,Ví điện tử,4
DH00963,22/03/2025,KH0070,Hà Nội,Đồ uống,20000,7,Chuyển khoản,
DH00964,22/03/2025,KH0079,HỒ CHÍ MINH,Văn phòng phẩm,57000,1,Chuyển khoản,1
DH00965,22/03/2025,KH0417,Hà Nội,Đồ uống,17000,3,Chuyển khoản,5
DH00966,22/03/2025,KH0438,Hồ Chí Minh,Gia dụng,119000,2,Ví điện tử,
DH00967,22/03/2025,KH0425,Hồ Chí Minh,Mỹ phẩm,195000,2,Chuyển khoản,1
DH00968,22/03/2025,KH0099,Hồ Chí Minh,Gia dụng,558000,2,Tiền mặt,5
DH00969,22/03/2025,KH0075,Cần Thơ,Thực phẩm,125000,2,Tiền mặt,3
DH00970,22/03/2025,KH0143,  Cần Thơ,Thực phẩm,50000,3,Chuyển khoản,
DH00971,22/03/2025,KH0303,Hà Nội,Mỹ phẩm,426000,5,Tiền mặt,3
DH00972,22/03/2025,KH0040,Hồ Chí Minh,Mỹ phẩm,362000,2,Tiền mặt,
DH00973,22/03/2025,,Đà Nẵng,Thực phẩm,58000,1,Tiền mặt,3
DH00974,23/03/2025,KH0253,Hồ Chí Minh,Đồ uống,32000,6,Ví điện tử,5
DH00975,23/03/2025,,Đà Nẵng,Văn phòng phẩm,16000,6,Ví điện tử,3
DH00976,23/03/2025,KH0333,Huế,Thực phẩm,59000,2,Chuyển khoản,4
DH00977,23/03/2025,KH0119,HỒ CHÍ MINH,Thực phẩm,50000,2,Chuyển khoản,3
DH00978,23/03/2025,KH0186,Hồ Chí Minh,Thực phẩm,44000,4,Ví điện tử,3
DH00979,23/03/2025,KH0133,Huế,Thực phẩm,139000,4,Tiền mặt,4
DH00980,23/03/2025,KH0340,Hà Nội ,Văn phòng phẩm,41000,2,Chuyển khoản,
DH00981,23/03/2025,KH0228,Hà Nội,Mỹ phẩm,270000,3,Ví điện tử,4
DH00982,23/03/2025,KH0330,Hồ Chí Minh,Văn phòng phẩm,8000,2,Ví điện tử,5
DH00983,23/03/2025,KH0162,  Đà Nẵng,Gia dụng,373000,3,Tiền mặt,3
DH00984,23/03/2025,KH0285,Cần Thơ,Thực phẩm,31000,2,Chuyển khoản,1
DH00985,23/03/2025,KH0241,Hồ Chí Minh,Mỹ phẩm,255000,2,Ví điện tử,
DH00986,24/03/2025,KH0460,Hồ Chí Minh,Đồ uống,13000,2,Ví điện tử,2
DH00986,24/03/2025,KH0460,Hồ Chí Minh,Đồ uống,13000,2,Ví điện tử,2
DH00987,24/03/2025,KH0267,Hà Nội,Thực phẩm,55000,6,Chuyển khoản,
DH00988,24/03/2025,KH0052,Đà Nẵng,Gia dụng,584000,2,Chuyển khoản,5
DH00989,24/03/2025,KH0417,Hồ Chí Minh,Thực phẩm,75000,4,Ví điện tử,4
DH00990,24/03/2025,KH0058,Hà Nội,Mỹ phẩm,438000,3,Ví điện tử,
DH00991,24/03/2025,,Hà Nội,Mỹ phẩm,176000,1,Tiền mặt,4
DH00992,24/03/2025,KH0290,Hà Nội,Đồ uống,41000,3,Chuyển khoản,3
DH00993,24/03/2025,KH0308,Đà Nẵng,Đồ uống,31000,7,Tiền mặt,
DH00994,24/03/2025,KH0453,Hà Nội,Mỹ phẩm,394000,2,Ví điện tử,2
DH00995,24/03/2025,KH0292,Đà Nẵng,Thực phẩm,82000,3,Tiền mặt,5
DH00996,24/03/2025,,Hồ Chí Minh,Thực phẩm,46000,2,Ví điện tử,5
DH00997,25/03/2025,KH0457,Huế,Thực phẩm,71000,2,Chuyển khoản,
DH00998,25/03/2025,KH0050,Hà Nội,Đồ uống,35000,5,Tiền mặt,2
DH00999,25/03/2025,KH0110,Hà Nội,Mỹ phẩm,174000,1,Chuyển khoản,5
DH01000,25/03/2025,KH0134,Đà Nẵng,Văn phòng phẩm,25000,5,Ví điện tử,5
DH01001,25/03/2025,KH0206,Hồ Chí Minh,Mỹ phẩm,362000,4,Ví điện tử,4
DH01002,26/03/2025,KH0048,Hà Nội,Mỹ phẩm,399000,1,Chuyển khoản,5
DH01003,26/03/2025,KH0228,hà nội,Gia dụng,567000,4,Ví điện tử,4
DH01004,26/03/2025,KH0340,Cần Thơ,Đồ uống,20000,3,Chuyển khoản,4
DH01005,26/03/2025,KH0002,Cần Thơ,Thực phẩm,104000,4,Tiền mặt,
DH01006,26/03/2025,KH0453,Hồ Chí Minh,Mỹ phẩm,330000,1,Ví điện tử,4
DH01006,26/03/2025,KH0453,Hồ Chí Minh,Mỹ phẩm,330000,1,Ví điện tử,4
DH01007,26/03/2025,KH0406,Hồ Chí Minh,Mỹ phẩm,385000,2,Ví điện tử,3
DH01008,26/03/2025,KH0428,Huế,Văn phòng phẩm,20000,2,Chuyển khoản,3
DH01009,26/03/2025,KH0094,hồ chí minh,Mỹ phẩm,305000,2,Tiền mặt,5
DH01010,26/03/2025,KH0048,Hà Nội,Đồ uống,43000,5,Tiền mặt,4
DH01011,26/03/2025,KH0130,Huế,Thực phẩm,86000,2,Chuyển khoản,
DH01012,26/03/2025,KH0076,Hà Nội,Văn phòng phẩm,7000,3,Chuyển khoản,4
DH01013,26/03/2025,KH0372,Huế,Thực phẩm,143000,3,Tiền mặt,4
DH01014,26/03/2025,KH0181,Hà Nội,Văn phòng phẩm,34000,7,Chuyển khoản,4
DH01015,26/03/2025,KH0030,Hà Nội,Mỹ phẩm,213000,4,Chuyển khoản,3
DH01016,26/03/2025,KH0145,Hồ Chí Minh ,Đồ uống,15000,6,Ví điện tử,4
DH01017,26/03/2025,KH0447,Đà Nẵng,Đồ uống,24000,2,Tiền mặt,3
DH01018,26/03/2025,KH0185,Huế,Mỹ phẩm,334000,2,Chuyển khoản,
DH01019,26/03/2025,,Cần Thơ,Thực phẩm,96000,3,Tiền mặt,3
DH01020,26/03/2025,KH0465,Hà Nội,Thực phẩm,109000,2,Ví điện tử,4
DH01021,26/03/2025,KH0421,Đà Nẵng,Đồ uống,42000,2,Chuyển khoản,5
DH01022,27/03/2025,KH0412,  Cần Thơ,Mỹ phẩm,370000,3,Chuyển khoản,1
DH01023,27/03/2025,KH0266,Hà Nội,Thực phẩm,61000,5,Ví điện tử,4
DH01024,27/03/2025,KH0012,Hà Nội,Mỹ phẩm,391000,3,Chuyển khoản,2
DH01025,27/03/2025,KH0306,Hà Nội,Mỹ phẩm,265000,3,Ví điện tử,5
DH01026,27/03/2025,KH0308,  Hà Nội,Đồ uống,37000,2,Ví điện tử,3
DH01027,27/03/2025,KH0103,Hồ Chí Minh,Văn phòng phẩm,18000,6,Tiền mặt,5
DH01028,27/03/2025,KH0305,Cần Thơ,Gia dụng,234000,1,Chuyển khoản,2
DH01029,27/03/2025,KH0382,Cần Thơ,Văn phòng phẩm,36000,2,Tiền mặt,4
DH01030,27/03/2025,KH0199,Huế ,Thực phẩm,64000,1,Tiền mặt,4
DH01031,27/03/2025,KH0312,Hà Nội,Đồ uống,19000,5,Ví điện tử,4
DH01032,27/03/2025,,Hồ Chí Minh,Gia dụng,494000,1,Chuyển khoản,2
DH01033,27/03/2025,KH0323,HÀ NỘI,Văn phòng phẩm,30000,8,Chuyển khoản,5
DH01034,27/03/2025,KH0282,Hồ Chí Minh,Văn phòng phẩm,20000,3,Ví điện tử,4
DH01035,27/03/2025,KH0432,Hồ Chí Minh,Thực phẩm,63000,1,Chuyển khoản,4
DH01036,28/03/2025,KH0208,Hồ Chí Minh,Gia dụng,106000,2,Ví điện tử,4
DH01037,28/03/2025,KH0134,Hồ Chí Minh,Đồ uống,19000,3,Chuyển khoản,4
DH01038,28/03/2025,KH0349,Hồ Chí Minh,Thực phẩm,37000,4,Ví điện tử,
DH01039,28/03/2025,,Huế,Mỹ phẩm,179000,3,Tiền mặt,
DH01040,28/03/2025,KH0170,Hà Nội,Mỹ phẩm,319000,3,Chuyển khoản,3
DH01041,28/03/2025,KH0345,Cần Thơ ,Văn phòng phẩm,24000,3,Tiền mặt,4
DH01042,28/03/2025,KH0499,Hà Nội,Gia dụng,336000,2,Tiền mặt,3
DH01043,28/03/2025,KH0478,CẦN THƠ,Đồ uống,42000,4,Tiền mặt,
DH01044,28/03/2025,KH0181,Hà Nội,Mỹ phẩm,337000,3,Ví điện tử,5
DH01045,28/03/2025,KH0353,Hà Nội,Đồ uống,21000,5,Chuyển khoản,3
DH01046,28/03/2025,,Hà Nội,Văn phòng phẩm,33000,2,Tiền mặt,3
DH01047,28/03/2025,KH0399,Huế,Đồ uống,24000,1,Tiền mặt,
DH01048,28/03/2025,KH0275,Hà Nội,Đồ uống,43000,1,Ví điện tử,4
DH01049,28/03/2025,KH0047,Hà Nội,Mỹ phẩm,227000,,Tiền mặt,3
DH01050,28/03/2025,KH0365,hồ chí minh,Mỹ phẩm,355000,5,Chuyển khoản,5
DH01051,28/03/2025,KH0160,Cần Thơ,Mỹ phẩm,289000,2,Tiền mặt,5
DH01052,28/03/2025,KH0101,Hồ Chí Minh,Văn phòng phẩm,19000,4,Chuyển khoản,
DH01053,28/03/2025,KH0320,Hà Nội,Mỹ phẩm,422000,6,Tiền mặt,5
DH01054,28/03/2025,KH0170,Huế,Đồ uống,27000,4,Chuyển khoản,
DH01055,29/03/2025,KH0280,  Hồ Chí Minh,Đồ uống,16000,4,Chuyển khoản,
DH01056,29/03/2025,KH0448,Hồ Chí Minh,Gia dụng,523000,1,Ví điện tử,2
DH01057,29/03/2025,KH0206,Hồ Chí Minh,Thực phẩm,59000,6,Chuyển khoản,5
DH01058,29/03/2025,KH0303,hồ chí minh,Đồ uống,29000,1,Chuyển khoản,3
DH01059,29/03/2025,,Hà Nội,Đồ uống,22000,4,Ví điện tử,5
DH01060,29/03/2025,KH0353,Hà Nội,Đồ uống,45000,5,Chuyển khoản,
DH01061,29/03/2025,KH0235,Hồ Chí Minh,Đồ uống,23000,6,Ví điện tử,5
DH01062,29/03/2025,KH0022,Hồ Chí Minh,Đồ uống,45000,3,Tiền mặt,
DH01063,29/03/2025,,  Huế,Đồ uống,31000,4,Tiền mặt,4
DH01064,29/03/2025,KH0365,Hồ Chí Minh,Gia dụng,519000,,Chuyển khoản,2
DH01065,29/03/2025,KH0163,Hồ Chí Minh,Văn phòng phẩm,57000,6,Ví điện tử,3
DH01066,29/03/2025,KH0086,Hồ Chí Minh,Mỹ phẩm,425000,3,Chuyển khoản,5
DH01067,29/03/2025,KH0015,Hồ Chí Minh,Thực phẩm,138000,3,Chuyển khoản,
DH01068,29/03/2025,KH0132,Huế,Thực phẩm,98000,4,Chuyển khoản,2
DH01069,29/03/2025,KH0117,Huế,Đồ uống,38000,4,Ví điện tử,4
DH01070,29/03/2025,KH0156,Hà Nội,Đồ uống,44000,4,Ví điện tử,2
DH01071,29/03/2025,KH0378,Hồ Chí Minh,Thực phẩm,96000,5,Ví điện tử,5
DH01072,30/03/2025,KH0065,Hồ Chí Minh,Văn phòng phẩm,24000,2,Tiền mặt,
DH01073,30/03/2025,KH0424,Cần Thơ,Thực phẩm,44000,3,Ví điện tử,
DH01074,30/03/2025,KH0166,CẦN THƠ,Thực phẩm,139000,5,Tiền mặt,5
DH01075,30/03/2025,KH0479,Hồ Chí Minh,Mỹ phẩm,396000,3,Tiền mặt,5
DH01076,30/03/2025,KH0173,hà nội,Thực phẩm,35000,3,Tiền mặt,2
DH01077,30/03/2025,KH0047,Huế,Đồ uống,37000,4,Ví điện tử,4
DH01078,30/03/2025,KH0427, đà nẵng  ,Thực phẩm,70000,6,Chuyển khoản,4
DH01079,30/03/2025,KH0436,Đà Nẵng,Văn phòng phẩm,50000,3,Ví điện tử,4
DH01080,30/03/2025,KH0296,Đà Nẵng,Thực phẩm,32000,4,Tiền mặt,4
DH01081,30/03/2025,KH0129,Hồ Chí Minh,Văn phòng phẩm,29000,3,Ví điện tử,
DH01082,30/03/2025,KH0036,Hà Nội,Đồ uống,44000,2,Chuyển khoản,2
DH01082,30/03/2025,KH0036,Hà Nội,Đồ uống,44000,2,Chuyển khoản,2
DH01083,30/03/2025,KH0322,Hồ Chí Minh,Thực phẩm,77000,5,Tiền mặt,5
DH01084,30/03/2025,KH0437, đà nẵng  ,Đồ uống,45000,3,Ví điện tử,4
DH01085,31/03/2025,KH0132,Hà Nội,Văn phòng phẩm,38000,6,Chuyển khoản,4
DH01086,31/03/2025,KH0451,Hà Nội,Gia dụng,514000,7,Chuyển khoản,
DH01087,31/03/2025,KH0500,Hà Nội,Gia dụng,380000,2,Tiền mặt,4
DH01088,31/03/2025,KH0255,Hồ Chí Minh,Văn phòng phẩm,42000,3,Chuyển khoản,4
DH01089,31/03/2025,KH0039,Huế,Đồ uống,25000,5,Tiền mặt,4
DH01090,31/03/2025,KH0441,Hồ Chí Minh,Gia dụng,404000,2,Chuyển khoản,
DH01091,31/03/2025,KH0178,Hà Nội,Mỹ phẩm,433000,,Ví điện tử,
DH01092,31/03/2025,KH0090,HỒ CHÍ MINH,Văn phòng phẩm,60000,4,Tiền mặt,5
DH01093,31/03/2025,KH0132,Hồ Chí Minh,Văn phòng phẩm,60000,4,Chuyển khoản,5
DH01094,01/04/2025,KH0420,Hồ Chí Minh,Mỹ phẩm,402000,3,Ví điện tử,
DH01095,01/04/2025,KH0344,  Hồ Chí Minh,Văn phòng phẩm,59000,2,Ví điện tử,
DH01096,01/04/2025,KH0385,Hồ Chí Minh,Gia dụng,367000,1,Chuyển khoản,1
DH01097,01/04/2025,KH0300,Hồ Chí Minh,Mỹ phẩm,303000,3,Ví điện tử,3
DH01098,01/04/2025,KH0362,Đà Nẵng,Thực phẩm,73000,3,Tiền mặt,4
DH01099,01/04/2025,KH0244,Hà Nội,Mỹ phẩm,327000,2,Tiền mặt,4
DH01100,01/04/2025,KH0039,Hà Nội,Đồ uống,38000,5,Chuyển khoản,4
DH01101,01/04/2025,,Cần Thơ ,Thực phẩm,62000,3,Chuyển khoản,5
DH01102,01/04/2025,KH0081,Hà Nội,Mỹ phẩm,358000,4,Ví điện tử,3
DH01103,01/04/2025,KH0194,Huế,Mỹ phẩm,396000,2,Tiền mặt,3
DH01104,02/04/2025,KH0193,Đà Nẵng,Đồ uống,21000,6,Ví điện tử,5
DH01105,02/04/2025,KH0036,Hà Nội,Mỹ phẩm,130000,4,Ví điện tử,
DH01106,02/04/2025,KH0318,Hồ Chí Minh,Đồ uống,19000,4,Ví điện tử,3
DH01107,02/04/2025,KH0477,Hồ Chí Minh,Gia dụng,315000,1,Tiền mặt,3
DH01108,02/04/2025,KH0097,hà nội,Mỹ phẩm,220000,4,Ví điện tử,2
DH01109,02/04/2025,KH0393,Hà Nội,Đồ uống,26000,5,Chuyển khoản,3
DH01110,02/04/2025,,HỒ CHÍ MINH,Đồ uống,41000,5,Tiền mặt,
DH01111,02/04/2025,KH0080,hà nội,Thực phẩm,46000,3,Ví điện tử,5
DH01112,02/04/2025,KH0252,Hồ Chí Minh,Văn phòng phẩm,43000,,Tiền mặt,
DH01112,02/04/2025,KH0252,Hồ Chí Minh,Văn phòng phẩm,43000,,Tiền mặt,
DH01113,02/04/2025,KH0151,Hà Nội,Mỹ phẩm,158000,5,Ví điện tử,
DH01114,03/04/2025,KH0212,Hà Nội,Gia dụng,336000,1,Ví điện tử,2
DH01115,03/04/2025,KH0098,Cần Thơ,Thực phẩm,132000,3,Chuyển khoản,
DH01116,03/04/2025,KH0042,Hồ Chí Minh,Mỹ phẩm,214000,2,Ví điện tử,
DH01117,03/04/2025,KH0215,Cần Thơ,Đồ uống,45000,5,Tiền mặt,3
DH01118,03/04/2025,KH0426,Hồ Chí Minh,Đồ uống,34000,3,Chuyển khoản,4
DH01119,03/04/2025,KH0438,  Huế,Thực phẩm,74000,5,Tiền mặt,
DH01120,03/04/2025,KH0400,Hồ Chí Minh,Mỹ phẩm,113000,2,Ví điện tử,3
DH01121,03/04/2025,KH0288,Hồ Chí Minh,Thực phẩm,148000,4,Tiền mặt,4
DH01122,03/04/2025,KH0012,Đà Nẵng,Văn phòng phẩm,43000,5,Tiền mặt,5
DH01123,04/04/2025,KH0171,Hà Nội,Đồ uống,45000,2,Chuyển khoản,3
DH01124,04/04/2025,KH0321,Hà Nội,Mỹ phẩm,312000,2,Chuyển khoản,4
DH01125,04/04/2025,KH0247,Hà Nội,Mỹ phẩm,285000,,Chuyển khoản,
DH01126,04/04/2025,KH0489,Huế,Văn phòng phẩm,18000,5,Tiền mặt,3
DH01127,04/04/2025,KH0336,Hà Nội,Đồ uống,14000,3,Ví điện tử,2
DH01128,04/04/2025,KH0499,Hà Nội,Đồ uống,21000,5,Ví điện tử,4
DH01129,04/04/2025,KH0274,Hà Nội,Mỹ phẩm,127000,2,Ví điện tử,5
DH01130,04/04/2025,KH0487,hà nội,Đồ uống,36000,8,Ví điện tử,3
DH01131,04/04/2025,KH0159,Cần Thơ,Đồ uống,43000,3,Ví điện tử,2
DH01132,04/04/2025,KH0321,Hồ Chí Minh,Đồ uống,30000,4,Tiền mặt,5
DH01133,04/04/2025,KH0494,Hà Nội,Thực phẩm,23000,3,Chuyển khoản,3
DH01134,04/04/2025,KH0113,Hồ Chí Minh,Đồ uống,26000,4,Tiền mặt,5
DH01135,04/04/2025,KH0055,Huế,Thực phẩm,71000,2,Chuyển khoản,3
DH01136,04/04/2025,KH0010,Huế,Thực phẩm,136000,4,Chuyển khoản,
DH01137,04/04/2025,KH0124,Hà Nội,Văn phòng phẩm,47000,5,Tiền mặt,5
DH01138,04/04/2025,KH0469,hà nội,Đồ uống,37000,4,Ví điện tử,4
DH01139,04/04/2025,KH0146,Cần Thơ,Đồ uống,30000,4,Tiền mặt,
DH01140,04/04/2025,KH0093,Hồ Chí Minh,Mỹ phẩm,271000,4,Chuyển khoản,
DH01141,04/04/2025,KH0439,Hồ Chí Minh,Mỹ phẩm,333000,1,Ví điện tử,
DH01142,05/04/2025,KH0500,Hồ Chí Minh,Đồ uống,43000,5,Chuyển khoản,
DH01143,05/04/2025,KH0193,Hà Nội,Gia dụng,265000,1,Ví điện tử,1
DH01144,05/04/2025,,Hồ Chí Minh,Thực phẩm,28000,5,Chuyển khoản,
DH01145,05/04/2025,KH0216,Hà Nội,Văn phòng phẩm,28000,3,Ví điện tử,
DH01146,05/04/2025,KH0321,Cần Thơ,Thực phẩm,61000,4,Chuyển khoản,5
DH01147,05/04/2025,KH0148,Huế,Đồ uống,21000,5,Chuyển khoản,4
DH01148,05/04/2025,KH0081,Đà Nẵng,Đồ uống,23000,5,Chuyển khoản,
DH01149,05/04/2025,KH0316,Hồ Chí Minh,Thực phẩm,85000,5,Tiền mặt,5
DH01150,05/04/2025,KH0025,Cần Thơ,Thực phẩm,80000,1,Chuyển khoản,4
DH01151,05/04/2025,KH0423,Hà Nội,Mỹ phẩm,155000,2,Ví điện tử,3
DH01151,05/04/2025,KH0423,Hà Nội,Mỹ phẩm,155000,2,Ví điện tử,3
DH01152,05/04/2025,KH0372,Cần Thơ,Thực phẩm,98000,7,Chuyển khoản,4
DH01153,05/04/2025,KH0500,Hồ Chí Minh,Gia dụng,594000,3,Ví điện tử,3
DH01154,05/04/2025,KH0270,Hồ Chí Minh,Gia dụng,162000,5,Chuyển khoản,2
DH01155,06/04/2025,KH0399,Hà Nội,Đồ uống,45000,5,Chuyển khoản,1
DH01155,06/04/2025,KH0399,Hà Nội,Đồ uống,45000,5,Chuyển khoản,1
DH01156,06/04/2025,KH0216,Hà Nội,Đồ uống,25000,5,Chuyển khoản,2
DH01157,06/04/2025,KH0198,Hà Nội,Đồ uống,34000,4,Ví điện tử,5
DH01158,06/04/2025,KH0089,Hà Nội,Đồ uống,40000,3,Chuyển khoản,4
DH01159,06/04/2025,KH0434,Hà Nội,Gia dụng,490000,3,Ví điện tử,5
DH01160,06/04/2025,KH0321,Hà Nội,Thực phẩm,42000,3,Ví điện tử,2
DH01161,06/04/2025,KH0188,Đà Nẵng,Mỹ phẩm,395000,1,Tiền mặt,1
DH01162,06/04/2025,KH0424,Hà Nội,Gia dụng,411000,2,Chuyển khoản,4
DH01163,06/04/2025,KH0447,Hồ Chí Minh,Mỹ phẩm,125000,4,Chuyển khoản,2
DH01164,06/04/2025,KH0181,Hồ Chí Minh,Thực phẩm,51000,4,Ví điện tử,4
